"pid","index","RT","length","content","eval","meaningful","engagement"
"177",9,97.53,101,"', '1', 'left', 'none\n', 'didnt click', 'pay the fee to reveal which direction to go in', '4', '4', 'pay to reveal direction to go in', '",1,TRUE,1
"177",12,154.24,271,"', 'lots more clicks', 'where the direction changed up/bottom and left/right at the end of the nodes', 'went for the biggest amounts at the end of the nodes', 'paid for reveal before moving didnt leave it to luck', 'pay to reveal the end nodes in a direction first', '6', 'go towards the right', 'random', '",4,TRUE,2
"177",15,316.37,215,"', '3 or 4', 'right and at the end of the nodes', 'went for the higest ending node to move in that direction', 'using the node reveal', 'go right and click top end nodes', '2 or 3', 'left and up', 'reveal the nodes on the top right side of the web', '",5,TRUE,2
"177",18,207.91,168,"', '5', 'right side top and bottom', 'checked right side of the web', 'use clicks to reveal number values', 'click on the nodes to reveal', '3 or 4', '3 or 4', 'check nodes on the right top and bottom', '",3,TRUE,2
"178",3,164.42,292,"['2', ' a random - usually a top node', 'if the node i clicked on was low in value  - I decided to not go to that one and go an opposite way', 'luck', 'Take some time to decide on what node you want to pick but you also dont need to stick to it if you feel its too low', '5', 'End of nodules', 'pick a node in each section', '",3,TRUE,2
"178",6,130.88,329,"', '6', 'clicked on end nodules across the web', 'if there was more reds on a particular go I would use more clicks', 'average score is improving compared to last round', 'Its okay to use more clicks if the overall benefit will be higher than the loss of clicks', 'depends on how many reds but most likely 6/7', 'perimeter of the web', 'go to the highest number', '",4,TRUE,2
"178",9,111.6,255,"', '8', 'started around the perimeter and then followed across', 'perimeter and then arrows leading to them', 'less higher values and more losses on this round', 'if its a low profit - check wether you would make a loss on the nodes leading up to it', '6', 'permiter', 'the highest value', '",2,TRUE,1
"178",12,98.78,197,"', '9', 'permiter', 'trying to find highest value', 'some rounds have higher losses than others', 'if you want to limit clicks - if you find a profit number your happy go to that one', '5', 'top nodules', 'clicking on top nodules', '",3,TRUE,1
"178",15,88.22,156,"', '5', 'top nodules', 'went to the same nodule for all 3 rounds', 'luck', 'sometimes doing more clicks loses more money', '5', 'trying oppoite sides', 'try opposite sides and limit clicks', '",3,TRUE,1
"178",18,113.13,300,"', '6', 'opposite nodules', 'clicking on opposite nodules to see if the value changes', 'there is one round where the values are higher in losses than in profits', 'expect there to be one round where the majority is in red', '5', 'left hand side', 'start with one side first and if there is anything higher than 50 stick to that one', '",3,TRUE,2
"179",3,263.18,226,"['5', 'On the nodes', 'no strategy just luck', 'I think it can be based on luck if you give a high value', 'Use the nodes to find the higher values', '8', 'Three nodes then take my spider to the highest value node', 'finding the node values in three clicks', '",3,TRUE,2
"179",6,136.81,257,"', '8', 'I randomly choose 3 nodes and went to the highest value', 'no', 'I seem to be getting better but not knowing how others have done I can only judge on my previous performance', 'Check the nodes and go for the high values', '8', 'near the end of the web', 'Aim for the highest value', '",3,TRUE,1
"179",9,103.94,155,"', '8', 'random 3 to find out the value', 'no', 'I am doing better than previous rounds', 'check the node values', '8', '3 random nodes at the end of the web', 'click on the web end nodes', '",3,TRUE,1
"179",12,101.28,210,"', '8', 'the end of the web', 'if I was happy with a value I just sent my spider there', 'The values were lower', 'check the value of nodes', ""stick with what I've done previously"", 'at the end of the web', 'Aim for the highest value I reveal', '",2,TRUE,1
"179",15,136.53,191,"', 'A random amount for each web', 'At the end of the web', 'no', 'I seem to be picking lower values', 'Check the values of the nodes and aim for the high value if you find one', '8', 'randomly at the end of the web', 'none', '",2,TRUE,1
"179",18,117.28,198,"', '1-3', 'Just randomly pick a node', 'no', 'That round was better than some of the previous rounds', 'Check nodes for a positive value', '3', 'randomly at the end of the web', 'randomly pick 3 nodes and aim for the highest value', '",3,TRUE,1
"180",3,77.98,106,"['2', 'Randomly', 'No strategy, just getting used to game', 'Not sure', 'Play around with your options', '1', 'Right', ""I'm not sure yet"", '",2,TRUE,1
"180",6,76.9,102,"', '1', 'Randomly', 'Just do one click and see what happens', 'Luck', ""I don't have any tips"", '1', 'In the circles', 'Circle strategy', '",3,TRUE,1
"180",9,51.13,55,"', '2', 'In the circles', 'Random', 'Luck', 'Try and be lucky', '2', 'Circles', 'Random', '",2,TRUE,1
"180",12,64.89,125,"', '3', 'I made a pathway', 'Pathway', 'I can guess better what is higher value', 'Make more clicks to find a path early', '3', 'Randomly', '3 clicks pathway', '",4,TRUE,1
"180",15,75.3,159,"', '5', 'In the path ends', 'Path ends for higher value', ""Got a better idea now i've practiced"", 'Click the end pathways to find those values first', '4', 'End of pathways', 'End OF PATHWAYS', '",4,TRUE,1
"180",18,43.57,76,"', '3', 'End of pathways', 'Random', 'Learning how it works', 'Click end pathways', '3', 'Randomly', 'Random', '",4,TRUE,1
"181",3,232.02,239,"['im not sure how many clicks i made exactly but i guess about 6', 'started from the next node to the spider', 'no strategy', 'i didnt get as much as i want', 'no tips yet', 'about 4', 'first far away then close by to the spider', 'no strategy just chosing randomly yet', '",2,TRUE,2
"181",6,188.02,225,"', 'about 4', 'i click in the edge', 'just looking at the end of each way', 'it was ok better than last one', 'see the end of each way if worth it', 'about 4', 'i will click on the end of each way', 'just clicking to see which node worth more to go that way', '",3,TRUE,2
"181",9,133.71,197,"', 'about 6 ', 'in the end of each way', 'just i check the value of the node in the end', 'it was ok not bad ', 'no specific strategy just check the ends', 'about 6', 'in the end of the way where the spider goes', 'same as before', '",3,TRUE,1
"181",12,141.28,178,"', 'about 6', 'in the end of each way', 'just checking the end of each way\n', 'it was okay', 'im doing the same as before no change', 'about 6', 'i will check all the ways', 'im planing to check all node almost', '",3,TRUE,1
"181",15,113.24,173,"', 'many not sure', 'i clicked everywhere', 'i checked all nodes', 'it was ok', 'i will use the old strategy checking the end of each way', 'about 6', 'same as before', 'i will click in the end of each way', '",3,TRUE,1
"181",18,276.82,193,"', 'about 8', 'i click in the end of each way', 'yes i click in the end of each way to see which one got more value', 'it was ok', 'check the end of each way', 'about 8', 'i will click in the end of each way', 'same as before', '",3,TRUE,2
"182",3,105.94,140,"['0', 'nowhere', 'none', 'randomised', 'use the node explorer when you have enough capital', '1 per round if in profit, 0 if no profit', 'final destination', 'probability', '",3,TRUE,1
"182",6,110.35,320,"', '5', 'final destination', 'move to highest scoring destination', 'profit offsets and exceeds investment', 'reveal the score at final destination', 'however many it takes to reveal a high scoring destination that leaves a net profit compared to number of clicks used plus probability of negative scores en route.', 'destinations', 'destination reveal', '",4,TRUE,2
"182",9,46.37,81,"', 'the amount required to achieve my aims', 'destination', 'destination', 'same ', 'same', 'same', 'same', 'same', '",4,FALSE,0
"182",12,40.43,55,"', 'same', 'destination', 'destination', 'good strategy', 'same', 'same', 'same', 'same', '",4,TRUE,1
"182",15,25.9,128,"', 'same as previous', 'same as previous', 'same as previous', 'same as previous', 'same as previous', 'same as previous', 'same as previous', 'same as previous', '",4,TRUE,1
"182",18,18.23,128,"', 'same as previous', 'same as previous', 'same as previous', 'same as previous', 'same as previous', 'same as previous', 'same as previous', 'same as previous', '",4,FALSE,0
"183",3,90.5,173,"['three', 'End node', 'Starting to click the end node for overall final points/score', ""I'm picking up the strategy after a few go's"", 'Take your time', 'Three or four', 'End nodes', 'Clicking more nodes', '",3,TRUE,1
"183",6,97.5,183,"', 'Four or five', 'End nodes but more of them', 'Final node stops', 'Using the $1 acually works out well knowing you will land on a high score', 'Use the $1 available ', '5 or 6', 'End nodes still', 'Same as before', '",4,TRUE,1
"183",9,75.73,163,"', '6 ish', 'Ending nodes', 'Click as many to find the highest points', 'Work out the more rewarding option', 'Use the $1 generously as you will make it back', '6/7', 'End nodes', 'Same as before', '",5,TRUE,1
"183",12,80.7,161,"', '8', 'End nodes', 'Look for the highest finishing score', 'Using up too many $1 now potentially', 'Aim for scores $30+', '5', 'end nodes', 'Look for the highest without using too many $1 now', '",3,TRUE,1
"183",15,109.75,154,"', 'Until I found a score around 40', 'end nodes', 'Find a score around 40 using $1', 'High yields', 'Find a high score using as little $1 as possible', '5', 'end nodes', 'same as before', '",4,TRUE,1
"183",18,105.67,160,"', 'A lot', 'Highest finishing end nodes', 'Find the best yield', 'Using $1 to find the best $ spot', 'Use the $ to find the highest returns', 'As many as needed', 'End nodes', 'Same as before', '",4,TRUE,1
"184",3,371.03,801,"['Quite a lot, mostly on the ending points to see which granted the largest amount at the end, and then some on the route to get there to see if there were any negatives on the way, more clicks as the rounds progressed however, as now I have more money to spend.', 'The ending points to see which granted the largest rewards and then some of the routes there to evaluate the danger', 'The ending points to determine the largest end reward, then parts of the route there to evaluate/calculate the dangers/losses', 'It works sufficiently enough, but I also feel I could maybe use less clicks if I thought about it enough', ""Don't just click randomly and hope for the best, plan your route first before you start moving, and don't click more than you think you'll receive"", ""As many as needed, I'm not sure"", 'The ends', 'The same one', '",3,TRUE,2
"184",6,317.58,740,"', 'Enough to cover the end parts and then the routes to the one or two highest ending routes', 'The ending nodes and then the routes to the two highest ending rewards', 'The ending nodes to evaluate the highest end rewards, then the routes for the two highest to determine which was more risky ', 'I am getting a better higher average, but also now I am using up more clicks which is also losing me more money too', 'Evaluate your options well, take time to process more than one route', 'The same amount, the endings and then the routes for the two highest end nodes', 'The ending nodes and then the routes to the two highest end nodes, maybe more if needed', 'The end nodes and then the two highest end node routes, but only if the profit is higher than the expenditure', '",4,TRUE,2
